order_id,order_date,category,region,unit_price,quantity,revenue
5377,2026-01-11,Clothing,West,37.64,1,37.64
5423,2026-01-11,Clothing,North,30.73,1,30.73
5323,2026-01-12,Electronics,West,185.25,4,740.98
5128,2026-01-12,Clothing,North,57.98,1,57.98
5256,2026-01-12,Groceries,West,18.75,5,93.76
5002,2026-01-12,Groceries,North,15.93,3,47.78
5016,2026-01-12,Groceries,South,12.32,1,12.32
5060,2026-01-12,Electronics,East,191.08,1,191.08
5455,2026-01-12,Groceries,West,25.6,1,25.6
5437,2026-01-12,Electronics,North,188.22,4,752.87
5421,2026-01-12,Groceries,East,13.55,3,40.66
5220,2026-01-13,Electronics,West,103.54,1,103.54
5302,2026-01-13,Electronics,East,165.76,1,165.76
5282,2026-01-13,Toys,West,29.59,3,88.78
5030,2026-01-13,Home,East,93.67,3,281.0
5424,2026-01-13,Groceries,East,16.48,1,16.48
5135,2026-01-13,Groceries,East,14.2,1,14.2
5043,2026-01-13,Groceries,South,13.54,3,40.62
5253,2026-01-13,Electronics,South,145.7,4,582.82
5219,2026-01-13,Electronics,North,245.67,81,19899.47
5202,2026-01-13,Clothing,South,71.16,1,71.16
5414,2026-01-13,Clothing,West,29.14,2,58.27
5001,2026-01-13,Clothing,West,26.79,1,26.79
5346,2026-01-14,Clothing,South,42.99,2,85.98
5443,2026-01-14,Clothing,East,37.79,3,113.36
5023,2026-01-14,Toys,North,29.37,2,58.74
5371,2026-01-14,Electronics,West,302.68,4,1210.71
5368,2026-01-14,Groceries,South,20.36,1,20.36
5198,2026-01-14,Groceries,North,21.03,1,21.03
5010,2026-01-14,Toys,North,33.9,1,33.9
5072,2026-01-14,Electronics,East,259.16,1,259.16
5249,2026-01-15,Toys,North,36.27,6,217.61
5232,2026-01-15,Clothing,East,36.07,3,108.2
5216,2026-01-15,Clothing,North,40.27,3,120.82
5098,2026-01-15,Electronics,South,153.11,1,153.11
5474,2026-01-15,Toys,West,33.69,2,67.39
5430,2026-01-16,Groceries,East,12.89,1,12.89
5201,2026-01-16,Toys,North,25.2,2,50.4
5083,2026-01-16,Clothing,East,43.71,1,43.71
5183,2026-01-16,Clothing,West,66.19,3,198.56
5120,2026-01-16,Electronics,East,265.95,1,265.95
5209,2026-01-16,Clothing,North,40.32,2,80.64
5417,2026-01-17,Home,South,96.0,5,479.98
5337,2026-01-17,Electronics,East,100.12,2,200.25
5132,2026-01-18,Clothing,South,36.12,1,36.12
5379,2026-01-18,Home,South,86.66,1,86.66
5367,2026-01-18,Home,West,40.88,3,122.63
5365,2026-01-18,Clothing,West,40.63,2,81.26
5144,2026-01-18,Toys,North,18.14,1,18.14
5109,2026-01-18,Clothing,North,58.88,1,58.88
5475,2026-01-19,Toys,South,29.97,2,59.95
5044,2026-01-19,Groceries,West,18.91,2,37.82
5450,2026-01-19,Clothing,North,60.72,4,242.87
5084,2026-01-19,Electronics,East,233.97,5,1169.86
5076,2026-01-19,Groceries,South,16.78,1,16.78
5231,2026-01-20,Clothing,West,39.32,2,78.63
5389,2026-01-20,Toys,North,21.23,1,21.23
5484,2026-01-20,Groceries,South,16.06,2,32.12
5158,2026-01-20,Groceries,North,18.2,1,18.2
5080,2026-01-20,Electronics,North,202.56,2,405.11
5257,2026-01-21,Home,North,75.87,6,455.23
5240,2026-01-21,Electronics,South,139.69,3,419.06
5237,2026-01-21,Groceries,South,16.37,3,49.1
5314,2026-01-22,Toys,East,21.37,3,64.12
5054,2026-01-22,Electronics,East,289.23,2,578.47
5071,2026-01-22,Electronics,West,206.67,7,1446.71
5222,2026-01-22,Clothing,South,25.31,5,126.55
5483,2026-01-23,Electronics,East,143.65,1,143.65
5458,2026-01-23,Groceries,South,22.61,1,22.61
5033,2026-01-23,Home,South,81.36,2,162.72
5182,2026-01-23,Home,East,81.65,1,81.65
5247,2026-01-23,Clothing,West,38.84,1,38.84
5159,2026-01-23,Groceries,South,26.21,2,52.41
5300,2026-01-23,Clothing,North,54.11,3,162.32
5411,2026-01-24,Electronics,West,115.13,1,115.13
5385,2026-01-24,Home,North,117.58,1,117.58
5162,2026-01-24,Groceries,South,19.24,4,76.97
5334,2026-01-24,Electronics,East,278.98,1,278.98
5028,2026-01-25,Groceries,South,13.4,2,26.8
5064,2026-01-25,Groceries,East,17.62,1,17.62
5296,2026-01-25,Clothing,North,49.31,2,98.62
5419,2026-01-26,Electronics,North,210.37,6,1262.23
5456,2026-01-26,Home,East,114.36,1,114.36
5155,2026-01-26,Home,West,74.21,3,222.62
5308,2026-01-26,Groceries,North,11.0,1,11.0
5427,2026-01-26,Clothing,West,38.7,1,38.7
5187,2026-01-27,Clothing,South,38.69,1,38.69
5317,2026-01-27,Home,South,76.61,3,229.82
5457,2026-01-27,Toys,West,37.06,2,74.12
5305,2026-01-27,Clothing,West,32.93,4,131.71
5383,2026-01-27,Electronics,South,324.1,1,324.1
5322,2026-01-27,Home,East,118.39,1,118.39
5150,2026-01-27,Toys,East,27.13,67,1817.46
5351,2026-01-27,Groceries,East,16.96,1,16.96
5358,2026-01-27,Electronics,North,200.59,3,601.78
5117,2026-01-28,Clothing,East,41.86,1,41.86
5045,2026-01-28,Groceries,South,15.64,2,31.29
5114,2026-01-28,Groceries,South,8.86,3,26.57
5097,2026-01-28,Groceries,East,28.08,2,56.16
5335,2026-01-28,Electronics,North,201.05,1,201.05
5069,2026-01-28,Home,South,82.16,3,246.49
5185,2026-01-28,Clothing,West,56.98,3,170.95
5172,2026-01-29,Home,North,85.53,1,85.53
5258,2026-01-29,Groceries,West,4.84,1,4.84
5116,2026-01-29,Electronics,South,208.44,1,208.44
5160,2026-01-29,Clothing,East,64.23,1,64.23
5340,2026-01-30,Electronics,North,290.51,2,581.01
5250,2026-01-30,Groceries,South,13.59,3,40.78
5168,2026-01-31,Groceries,North,16.88,2,33.76
5429,2026-01-31,Clothing,East,40.96,2,81.91
5094,2026-01-31,Toys,North,36.92,1,36.92
5089,2026-01-31,Clothing,East,23.69,1,23.69
5362,2026-01-31,Clothing,West,55.36,2,110.72
5229,2026-01-31,Electronics,East,148.19,2,296.38
5086,2026-02-01,Home,North,69.27,2,138.55
5050,2026-02-01,Clothing,East,26.61,2,53.22
5254,2026-02-01,Clothing,North,32.85,3,98.56
5287,2026-02-01,Home,North,96.8,2,193.6
5031,2026-02-01,Electronics,West,209.75,1,209.75
5299,2026-02-01,Electronics,West,247.36,2,494.72
5318,2026-02-02,Electronics,West,216.54,2,433.07
5149,2026-02-02,Groceries,East,10.33,4,41.33
5239,2026-02-02,Electronics,West,219.9,3,659.7
5476,2026-02-02,Electronics,East,267.56,3,802.69
5224,2026-02-02,Clothing,South,36.43,1,36.43
5214,2026-02-02,Electronics,East,244.97,1,244.97
5321,2026-02-03,Clothing,East,44.49,3,133.48
5022,2026-02-03,Clothing,South,46.04,2,92.09
5165,2026-02-03,Electronics,West,259.57,1,259.57
5359,2026-02-03,Clothing,East,42.92,2,85.84
5402,2026-02-03,Electronics,West,329.08,4,1316.32
5366,2026-02-04,Electronics,North,236.13,2,472.26
5409,2026-02-04,Electronics,East,211.79,3,635.37
5486,2026-02-04,Home,East,112.75,1,112.75
5304,2026-02-05,Groceries,North,13.43,1,13.43
5260,2026-02-05,Clothing,North,72.84,4,291.34
5273,2026-02-06,Home,East,79.68,1,79.68
5180,2026-02-06,Home,East,80.52,1,80.52
5466,2026-02-06,Clothing,West,32.85,1,32.85
5011,2026-02-06,Groceries,South,16.85,3,50.56
5163,2026-02-06,Clothing,South,26.34,5,131.69
5271,2026-02-06,Toys,North,26.6,5,133.01
5141,2026-02-07,Electronics,East,251.88,1,251.88
5333,2026-02-07,Home,East,103.6,1,103.6
5448,2026-02-07,Clothing,South,40.18,4,160.73
5418,2026-02-07,Clothing,East,41.02,2,82.03
5326,2026-02-07,Home,South,16.76,5,83.79
5395,2026-02-07,Electronics,East,224.32,2,448.64
5070,2026-02-08,Clothing,South,44.68,1,44.68
5439,2026-02-08,Clothing,North,58.72,2,117.44
5410,2026-02-08,Home,West,53.97,3,161.91
5127,2026-02-08,Electronics,North,207.58,1,207.58
5464,2026-02-09,Groceries,South,3.0,1,3.0
5170,2026-02-09,Electronics,East,211.86,3,635.57
5085,2026-02-09,Home,East,79.72,1,79.72
5025,2026-02-09,Toys,East,27.67,2,55.34
5204,2026-02-09,Clothing,North,51.13,1,51.13
5496,2026-02-10,Home,West,94.23,3,282.7
5408,2026-02-10,Toys,East,32.96,1,32.96
5380,2026-02-10,Home,West,36.43,2,72.86
5035,2026-02-11,Electronics,East,3.88,2,7.77
5126,2026-02-11,Clothing,South,40.34,1,40.34
5469,2026-02-11,Groceries,East,16.14,3,48.43
5436,2026-02-11,Clothing,East,51.2,3,153.59
5102,2026-02-11,Toys,North,32.59,1,32.59
5284,2026-02-11,Groceries,West,21.45,1,21.45
5062,2026-02-12,Home,East,51.94,2,103.87
5088,2026-02-12,Groceries,South,23.29,3,69.88
5161,2026-02-12,Clothing,North,63.19,2,126.39
5345,2026-02-13,Clothing,West,16.87,2,33.75
5197,2026-02-13,Groceries,South,11.41,2,22.82
5048,2026-02-13,Home,East,137.44,2,274.89
5281,2026-02-13,Groceries,West,23.84,2,47.68
5009,2026-02-13,Electronics,East,269.23,2,538.46
5205,2026-02-13,Electronics,West,273.18,1,273.18
5393,2026-02-14,Clothing,West,28.39,3,85.16
5251,2026-02-14,Clothing,East,27.55,3,82.64
5394,2026-02-14,Clothing,South,59.05,5,295.26
5107,2026-02-14,Toys,North,34.9,2,69.79
5154,2026-02-14,Clothing,South,3.0,1,3.0
5363,2026-02-14,Electronics,South,120.22,4,480.9
5004,2026-02-14,Clothing,South,51.89,1,51.89
5234,2026-02-14,Home,West,54.13,2,108.27
5422,2026-02-14,Groceries,East,17.7,2,35.39
5306,2026-02-14,Groceries,East,8.19,1,8.19
5121,2026-02-14,Groceries,West,19.22,1,19.22
5399,2026-02-15,Toys,South,38.68,2,77.35
5167,2026-02-15,Home,North,94.08,1,94.08
5478,2026-02-15,Toys,East,47.11,2,94.23
5024,2026-02-16,Clothing,South,75.67,2,151.33
5235,2026-02-16,Clothing,South,11.75,1,11.75
5332,2026-02-16,Toys,South,30.56,2,61.12
5036,2026-02-16,Home,West,135.47,4,541.87
5426,2026-02-16,Electronics,East,231.57,3,694.72
5467,2026-02-17,Groceries,South,18.53,1,18.53
5143,2026-02-17,Toys,North,28.69,4,114.77
5329,2026-02-17,Groceries,North,12.82,1,12.82
5420,2026-02-17,Clothing,East,62.9,3,188.71
5397,2026-02-17,Groceries,South,10.13,1,10.13
5179,2026-02-17,Clothing,North,51.98,3,155.94
5444,2026-02-18,Groceries,North,9.68,4,38.73
5454,2026-02-18,Clothing,South,53.24,1,53.24
5211,2026-02-18,Groceries,North,3.0,2,6.0
5309,2026-02-18,Clothing,East,73.85,1,73.85
5015,2026-02-18,Groceries,South,13.53,2,27.07
5217,2026-02-19,Clothing,South,36.36,1,36.36
5046,2026-02-19,Groceries,South,18.4,1,18.4
5040,2026-02-19,Clothing,East,27.78,1,27.78
5188,2026-02-19,Home,South,83.93,1,83.93
5386,2026-02-19,Groceries,South,15.04,1,15.04
5328,2026-02-19,Groceries,North,20.21,1,20.21
5246,2026-02-19,Groceries,East,18.93,2,37.85
5342,2026-02-19,Clothing,South,40.89,2,81.78
5013,2026-02-19,Clothing,West,8.8,2,17.6
5382,2026-02-20,Electronics,North,177.55,2,355.09
5376,2026-02-20,Electronics,East,296.01,3,888.02
5077,2026-02-20,Clothing,West,43.36,1,43.36
5199,2026-02-20,Home,East,58.99,3,176.96
5268,2026-02-20,Electronics,East,269.15,2,538.31
5347,2026-02-21,Toys,East,31.23,3,93.69
5263,2026-02-21,Electronics,South,224.49,1,224.49
5195,2026-02-21,Groceries,South,6.27,2,12.54
5307,2026-02-21,Electronics,East,212.44,2,424.87
5112,2026-02-22,Clothing,East,47.91,3,143.72
5055,2026-02-23,Clothing,West,37.83,2,75.67
5052,2026-02-23,Groceries,West,21.43,3,64.3
5136,2026-02-23,Clothing,South,54.35,3,163.05
5005,2026-02-23,Toys,North,31.71,2,63.43
5291,2026-02-23,Electronics,North,209.53,1,209.53
5289,2026-02-24,Toys,East,35.14,3,105.42
5312,2026-02-24,Groceries,South,13.14,2,26.27
5490,2026-02-24,Electronics,North,275.88,2,551.76
5006,2026-02-24,Clothing,North,26.42,4,105.67
5238,2026-02-24,Electronics,East,120.29,3,360.87
5310,2026-02-24,Electronics,North,212.39,1,212.39
5020,2026-02-25,Clothing,North,33.19,3,99.58
5339,2026-02-25,Clothing,South,47.28,2,94.56
5081,2026-02-25,Clothing,North,57.5,1,57.5
5406,2026-02-25,Groceries,South,7.76,1,7.76
5416,2026-02-25,Toys,West,24.45,1,24.45
5316,2026-02-26,Groceries,West,11.46,2,22.92
5200,2026-02-26,Toys,East,45.3,2,90.59
5465,2026-02-26,Clothing,West,63.58,2,127.16
5325,2026-02-26,Clothing,East,32.8,1,32.8
5227,2026-02-26,Clothing,North,29.4,2,58.8
5091,2026-02-26,Clothing,North,53.82,2,107.63
5495,2026-02-26,Home,South,62.9,5,314.48
5215,2026-02-27,Electronics,East,227.6,1,227.6
5248,2026-02-27,Home,West,88.21,3,264.62
5252,2026-02-27,Home,West,94.52,2,189.04
5352,2026-02-27,Electronics,South,168.08,2,336.16
5230,2026-02-27,Clothing,West,78.15,1,78.15
5243,2026-02-27,Toys,West,34.3,1,34.3
5360,2026-02-28,Home,East,67.38,2,134.76
5153,2026-02-28,Clothing,South,45.81,2,91.62
5391,2026-02-28,Electronics,North,332.57,1,332.57
5129,2026-02-28,Electronics,South,239.75,2,479.5
5353,2026-02-28,Electronics,East,102.42,1,102.42
5190,2026-03-01,Clothing,South,47.77,4,191.08
5295,2026-03-01,Home,North,59.83,2,119.67
5493,2026-03-01,Electronics,South,140.65,2,281.3
5203,2026-03-01,Home,North,92.95,2,185.89
5026,2026-03-01,Home,North,82.97,2,165.94
5074,2026-03-02,Clothing,North,48.04,2,96.09
5034,2026-03-02,Clothing,North,19.62,2,39.23
5330,2026-03-02,Groceries,West,6.61,1,6.61
5311,2026-03-02,Toys,West,27.83,1,27.83
5145,2026-03-03,Groceries,South,21.41,2,42.82
5207,2026-03-03,Home,West,113.68,1,113.68
5280,2026-03-03,Home,South,113.35,1,113.35
5269,2026-03-03,Home,East,94.52,2,189.04
5063,2026-03-03,Home,South,74.61,2,149.22
5192,2026-03-04,Clothing,West,28.88,3,86.65
5373,2026-03-04,Clothing,South,3.0,86,258.0
5104,2026-03-04,Home,West,62.95,2,125.91
5489,2026-03-04,Clothing,South,52.36,3,157.09
5372,2026-03-04,Electronics,East,166.39,2,332.78
5355,2026-03-04,Clothing,East,53.02,3,159.06
5092,2026-03-04,Electronics,East,245.08,4,980.32
5369,2026-03-04,Toys,South,35.76,2,71.52
5147,2026-03-04,Clothing,South,50.48,2,100.96
5327,2026-03-04,Toys,West,28.91,2,57.81
5390,2026-03-05,Toys,West,35.55,1,35.55
5375,2026-03-05,Toys,East,41.71,2,83.41
5274,2026-03-05,Groceries,North,17.31,3,51.93
5463,2026-03-06,Toys,West,35.13,4,140.51
5007,2026-03-06,Electronics,East,98.37,5,491.86
5452,2026-03-06,Home,North,39.99,1,39.99
5441,2026-03-06,Clothing,East,28.45,2,56.91
5290,2026-03-06,Clothing,South,33.67,4,134.67
5053,2026-03-06,Clothing,West,44.25,1,44.25
5152,2026-03-07,Toys,North,39.29,1,39.29
5087,2026-03-07,Toys,West,13.86,1,13.86
5277,2026-03-08,Clothing,West,43.3,3,129.89
5488,2026-03-08,Home,West,54.31,1,54.31
5186,2026-03-08,Groceries,North,8.19,2,16.39
5139,2026-03-08,Groceries,East,12.23,1,12.23
5320,2026-03-08,Clothing,East,25.66,3,76.97
5130,2026-03-08,Clothing,South,31.72,2,63.43
5468,2026-03-08,Clothing,North,38.65,4,154.6
5405,2026-03-09,Groceries,South,20.54,1,20.54
5374,2026-03-09,Clothing,North,49.32,1,49.32
5017,2026-03-09,Groceries,West,16.62,5,83.12
5481,2026-03-09,Groceries,North,16.64,1,16.64
5174,2026-03-09,Groceries,West,17.45,2,34.9
5093,2026-03-09,Groceries,West,17.55,4,70.21
5364,2026-03-09,Electronics,West,196.91,1,196.91
5356,2026-03-09,Electronics,East,211.63,1,211.63
5343,2026-03-09,Electronics,West,209.02,2,418.03
5462,2026-03-10,Groceries,West,22.86,1,22.86
5294,2026-03-10,Clothing,North,16.3,5,81.52
5415,2026-03-10,Clothing,North,33.98,2,67.96
5331,2026-03-10,Home,West,85.99,1,85.99
5225,2026-03-10,Toys,East,26.67,7,186.72
5210,2026-03-10,Groceries,South,9.37,1,9.37
5479,2026-03-10,Electronics,North,235.91,1,235.91
5487,2026-03-11,Clothing,South,51.35,5,256.73
5119,2026-03-11,Groceries,North,22.61,1,22.61
5171,2026-03-11,Home,West,73.68,4,294.72
5283,2026-03-11,Home,North,78.85,3,236.56
5350,2026-03-12,Home,North,81.96,2,163.91
5378,2026-03-12,Toys,South,29.09,1,29.09
5061,2026-03-12,Electronics,North,143.76,2,287.51
5194,2026-03-12,Home,East,70.96,2,141.92
5032,2026-03-12,Groceries,West,16.79,1,16.79
5206,2026-03-12,Toys,East,38.12,3,114.36
5298,2026-03-13,Clothing,East,39.49,5,197.47
5315,2026-03-13,Groceries,South,14.2,3,42.6
5447,2026-03-13,Electronics,East,316.96,1,316.96
5324,2026-03-13,Electronics,East,207.18,1,207.18
5348,2026-03-13,Electronics,East,147.21,3,441.64
5003,2026-03-13,Groceries,North,13.18,3,39.54
5285,2026-03-14,Electronics,South,314.15,2,628.3
5288,2026-03-14,Groceries,West,11.52,1,11.52
5292,2026-03-14,Clothing,South,43.15,1,43.15
5142,2026-03-14,Electronics,East,275.25,3,825.74
5278,2026-03-14,Groceries,West,8.88,1,8.88
5056,2026-03-14,Toys,West,19.33,1,19.33
5435,2026-03-14,Groceries,West,12.84,2,25.68
5349,2026-03-14,Clothing,East,54.38,1,54.38
5392,2026-03-14,Home,North,67.16,2,134.31
5477,2026-03-15,Clothing,East,37.98,6,227.85
5103,2026-03-15,Clothing,East,64.69,2,129.37
5038,2026-03-15,Electronics,East,216.25,1,216.25
5388,2026-03-15,Home,West,133.15,2,266.29
5275,2026-03-16,Electronics,South,271.78,1,271.78
5413,2026-03-16,Home,East,79.49,2,158.97
5047,2026-03-16,Home,West,76.85,1,76.85
5293,2026-03-16,Home,South,68.42,2,136.84
5485,2026-03-17,Toys,North,33.34,3,100.01
5039,2026-03-17,Electronics,East,105.29,1,105.29
5124,2026-03-17,Home,East,73.21,4,292.84
5471,2026-03-17,Electronics,North,233.56,2,467.11
5401,2026-03-17,Clothing,South,53.84,2,107.67
5412,2026-03-18,Home,North,53.33,2,106.67
5387,2026-03-18,Groceries,South,7.44,2,14.88
5245,2026-03-18,Electronics,North,173.02,1,173.02
5184,2026-03-18,Home,West,53.45,2,106.9
5156,2026-03-18,Home,West,88.46,1,88.46
5425,2026-03-18,Groceries,South,15.54,1,15.54
5110,2026-03-18,Toys,North,32.07,3,96.2
5451,2026-03-19,Groceries,South,13.05,4,52.18
5105,2026-03-19,Toys,East,23.6,3,70.8
5029,2026-03-19,Electronics,East,254.78,3,764.34
5428,2026-03-19,Toys,North,20.72,1,20.72
5073,2026-03-19,Clothing,South,46.71,4,186.85
5491,2026-03-19,Electronics,West,287.48,1,287.48
5228,2026-03-20,Home,West,74.4,2,148.8
5361,2026-03-20,Home,North,31.33,4,125.32
5223,2026-03-20,Home,East,76.2,2,152.4
5021,2026-03-20,Electronics,West,229.78,1,229.78
5137,2026-03-20,Clothing,South,45.39,2,90.78
5370,2026-03-20,Electronics,South,269.81,1,269.81
5400,2026-03-20,Clothing,South,41.12,2,82.25
5498,2026-03-20,Groceries,West,18.53,3,55.58
5460,2026-03-20,Clothing,North,47.66,3,142.98
5175,2026-03-20,Home,West,33.98,2,67.96
5058,2026-03-20,Clothing,North,66.18,2,132.36
5403,2026-03-21,Home,North,110.47,1,110.47
5453,2026-03-21,Home,South,100.49,1,100.49
5057,2026-03-21,Clothing,South,63.9,1,63.9
5193,2026-03-21,Groceries,West,14.65,1,14.65
5396,2026-03-21,Electronics,East,139.0,4,555.98
5431,2026-03-22,Clothing,North,58.95,4,235.8
5068,2026-03-22,Electronics,East,221.17,1,221.17
5095,2026-03-22,Groceries,North,20.69,1,20.69
5208,2026-03-22,Groceries,South,22.8,1,22.8
5138,2026-03-22,Toys,South,21.78,1,21.78
5259,2026-03-23,Groceries,East,18.27,1,18.27
5272,2026-03-23,Groceries,North,16.16,1,16.16
5267,2026-03-23,Toys,West,20.06,1,20.06
5090,2026-03-23,Toys,North,26.93,1,26.93
5354,2026-03-23,Electronics,South,270.22,1,270.22
5473,2026-03-23,Electronics,East,313.19,3,939.57
5078,2026-03-23,Electronics,South,80.4,2,160.8
5191,2026-03-24,Groceries,South,18.28,3,54.84
5500,2026-03-24,Clothing,South,59.87,2,119.74
5262,2026-03-24,Clothing,South,37.21,4,148.84
5319,2026-03-25,Groceries,East,19.87,1,19.87
5051,2026-03-25,Electronics,North,238.12,6,1428.71
5196,2026-03-25,Electronics,South,207.65,1,207.65
5115,2026-03-25,Clothing,North,45.11,4,180.44
5133,2026-03-25,Clothing,East,47.44,2,94.89
5012,2026-03-25,Groceries,South,5.95,2,11.9
5445,2026-03-25,Electronics,North,195.98,3,587.94
5169,2026-03-26,Groceries,East,12.91,1,12.91
5037,2026-03-26,Clothing,West,56.22,2,112.43
5166,2026-03-26,Clothing,South,37.9,1,37.9
5433,2026-03-26,Toys,East,19.18,5,95.9
5151,2026-03-26,Home,South,86.17,2,172.35
5381,2026-03-27,Groceries,North,11.96,9,107.68
5018,2026-03-27,Home,East,76.04,1,76.04
5157,2026-03-27,Toys,North,41.65,1,41.65
5270,2026-03-28,Groceries,North,8.97,88,789.03
5221,2026-03-28,Groceries,West,18.28,1,18.28
5497,2026-03-29,Home,East,42.71,1,42.71
5470,2026-03-29,Home,East,95.5,4,382.0
5438,2026-03-29,Electronics,South,122.86,1,122.86
5279,2026-03-29,Clothing,North,53.16,1,53.16
5059,2026-03-29,Toys,South,43.8,1,43.8
5067,2026-03-29,Electronics,East,232.88,2,465.76
5042,2026-03-30,Home,North,13.08,2,26.17
5041,2026-03-30,Home,North,112.54,3,337.63
5181,2026-03-30,Home,South,77.34,2,154.69
5336,2026-03-30,Toys,North,33.45,3,100.34
5131,2026-03-30,Groceries,East,13.07,2,26.15
5164,2026-03-30,Groceries,East,18.81,3,56.44
5049,2026-03-30,Clothing,North,31.12,5,155.61
5019,2026-03-30,Toys,South,19.38,4,77.51
5442,2026-03-31,Groceries,East,6.49,1,6.49
5100,2026-03-31,Electronics,South,196.18,2,392.37
5079,2026-03-31,Home,East,91.61,2,183.21
5173,2026-03-31,Electronics,West,191.98,2,383.96
5218,2026-03-31,Electronics,South,201.28,3,603.83
5027,2026-03-31,Clothing,West,31.6,2,63.2
