transaction_id,amount,hour,distance_from_home_km,num_transactions_24h,is_online,merchant_category,is_fraud
100217,28.81,6,28.0,2,0,electronics,0
100218,27.76,13,10.8,6,0,restaurant,0
100219,90.96,4,40.8,3,1,grocery,1
100220,73.83,11,66.2,3,1,grocery,0
100221,65.01,23,79.6,3,0,restaurant,0
100222,60.57,16,2.4,2,0,restaurant,0
100223,200.4,0,7.6,3,0,restaurant,0
100224,51.35,8,4.9,2,1,grocery,0
100225,34.35,16,9.4,2,0,grocery,0
100226,3.39,14,27.7,2,0,online_retail,0
100227,29.24,7,12.4,2,1,online_retail,1
100228,8.32,9,4.9,3,0,grocery,0
100229,5.47,7,22.7,7,1,online_retail,0
100230,7.82,18,42.0,1,0,electronics,0
100231,25.97,20,48.0,3,0,online_retail,0
100232,21.36,0,40.6,2,1,grocery,0
100233,129.15,19,35.3,1,0,grocery,0
100234,328.11,14,6.6,6,1,restaurant,0
100235,49.96,12,14.9,3,0,electronics,0
100236,101.0,14,2.8,5,0,grocery,1
100237,169.79,7,33.8,4,1,restaurant,0
100238,58.83,1,11.8,3,0,online_retail,0
100239,20.18,6,8.5,2,1,restaurant,1
100240,10.24,18,15.3,1,1,grocery,0
100241,22.41,19,7.5,3,0,grocery,0
100242,76.04,15,17.4,1,0,restaurant,0
100243,65.61,13,0.8,5,1,grocery,0
100244,155.4,22,21.0,1,1,travel,0
100245,119.61,16,19.3,3,1,grocery,0
100246,1.98,4,9.7,3,0,restaurant,0
100247,1.45,16,27.6,6,1,restaurant,0
100248,69.79,10,9.4,5,0,restaurant,0
100249,57.01,10,17.6,4,0,restaurant,0
100250,34.63,20,6.3,3,1,online_retail,0
100251,57.24,23,1.5,3,1,travel,0
100252,95.05,22,28.0,7,1,online_retail,0
100253,47.2,8,10.8,4,0,online_retail,0
100254,50.47,16,19.8,1,0,restaurant,0
100255,10.14,11,0.5,5,0,restaurant,0
100256,4.33,8,0.1,2,1,electronics,0
100257,39.54,16,19.5,0,0,restaurant,0
100258,66.84,17,4.9,4,1,grocery,0
100259,76.95,11,20.3,2,0,travel,0
100260,35.23,10,18.4,7,1,online_retail,0
100261,83.55,15,0.1,2,0,online_retail,0
100262,20.91,12,43.3,1,0,online_retail,0
100263,196.0,18,26.2,6,1,electronics,1
100264,198.19,16,12.9,3,0,grocery,0
100265,13.1,0,5.3,1,1,online_retail,0
100266,71.62,22,1.2,4,1,online_retail,0
100267,7.71,21,21.4,2,0,online_retail,0
100268,201.03,0,57.3,4,0,electronics,1
100269,6.14,9,7.7,3,1,electronics,0
100270,59.53,16,3.0,3,0,online_retail,0
100271,8.96,1,38.8,6,0,online_retail,0
100272,63.83,21,23.3,0,0,grocery,0
100273,17.72,6,17.8,4,0,electronics,0
100274,2.52,8,8.0,4,1,grocery,0
100275,132.4,0,0.5,2,1,electronics,1
100276,32.4,5,1.6,6,0,restaurant,0
100277,2.23,1,24.4,4,0,online_retail,0
100278,62.77,13,9.6,5,0,grocery,1
100279,85.16,23,18.1,2,1,grocery,0
100280,96.55,0,134.9,2,0,restaurant,0
100281,54.82,14,47.7,6,0,restaurant,0
100282,51.1,19,161.3,1,1,travel,0
100283,20.11,18,0.4,3,0,grocery,0
100284,17.05,11,18.6,1,0,grocery,0
100285,34.27,4,24.7,2,1,grocery,0
100286,68.92,15,15.4,3,1,grocery,0
100287,173.58,9,9.4,6,1,electronics,0
100288,20.35,18,18.6,3,1,grocery,0
100289,30.47,12,5.1,1,1,grocery,0
100290,1.76,0,40.4,2,0,grocery,0
100291,11.06,19,8.3,3,1,restaurant,0
100292,218.0,4,6.7,1,0,electronics,0
100293,81.23,13,4.9,1,0,online_retail,0
100294,11.92,10,14.2,1,0,electronics,0
100295,59.84,2,13.9,0,1,restaurant,0
100296,32.29,14,14.5,2,0,online_retail,0
100297,10.82,21,43.0,1,0,online_retail,0
100298,67.0,8,4.5,3,0,electronics,0
100299,3.43,12,17.1,4,0,restaurant,0
100300,2.75,6,9.4,5,0,restaurant,0
100301,20.18,8,12.4,3,0,restaurant,0
100302,31.18,0,12.0,7,0,electronics,1
100303,111.34,17,29.3,2,0,grocery,1
100304,84.98,10,18.5,1,0,restaurant,0
100305,128.48,10,21.8,5,0,grocery,0
100306,90.53,22,16.8,4,0,electronics,0
100307,244.79,9,4.0,1,0,online_retail,0
100308,190.32,0,6.2,2,0,online_retail,0
100309,110.11,17,26.2,2,1,grocery,0
100310,57.91,14,9.7,2,1,grocery,0
100311,62.78,11,38.4,1,1,electronics,0
100312,22.37,4,1.3,1,0,grocery,1
100313,98.45,17,12.6,2,1,restaurant,0
100314,12.36,23,14.9,2,0,restaurant,1
100315,138.88,7,29.4,2,0,restaurant,0
100316,19.02,19,8.7,8,0,restaurant,0
100317,46.46,10,8.5,1,1,grocery,0
100318,142.61,5,4.8,3,0,grocery,0
100319,44.31,6,1.6,6,1,travel,0
100320,38.78,23,7.7,4,0,restaurant,0
100321,90.48,3,58.2,4,1,grocery,1
100322,46.25,7,14.3,4,1,grocery,0
100323,34.81,3,0.4,2,1,restaurant,0
100324,74.88,16,28.3,6,0,online_retail,0
100325,35.13,9,0.8,1,0,travel,0
100326,7.13,6,6.7,1,0,electronics,0
100327,26.05,2,16.9,2,0,electronics,0
100328,50.85,7,5.7,1,1,online_retail,0
100329,10.61,7,6.7,3,0,grocery,0
100330,141.29,1,5.1,5,1,grocery,0
100331,22.13,3,15.6,4,0,online_retail,0
100332,34.33,7,88.6,4,1,online_retail,0
100333,104.76,15,2.2,4,1,restaurant,0
100334,70.76,9,8.2,1,0,restaurant,0
100335,1.85,19,0.0,4,0,grocery,0
100336,10.37,0,33.6,5,1,online_retail,1
100337,52.33,7,25.3,5,1,grocery,0
100338,7.72,0,4.5,3,1,online_retail,0
100339,7.42,2,7.2,2,0,online_retail,0
100340,14.46,0,14.6,1,0,grocery,0
100341,8.59,14,7.6,3,0,online_retail,0
100342,36.12,21,12.3,5,0,electronics,1
100343,45.85,15,0.9,5,0,online_retail,0
100344,43.74,9,70.4,2,0,grocery,0
100345,8.02,6,10.9,3,0,online_retail,1
100346,1.0,21,6.7,3,0,online_retail,0
100347,60.72,16,3.3,3,0,restaurant,0
100348,2.5,11,41.7,0,1,online_retail,1
100349,30.41,18,10.5,2,0,travel,0
100350,22.0,13,8.8,6,0,online_retail,0
100351,25.34,2,21.3,1,0,grocery,0
100352,19.23,8,3.5,3,1,online_retail,1
100353,19.05,21,38.0,2,0,electronics,0
100354,24.29,18,28.7,1,0,restaurant,0
100355,3.14,2,22.6,1,1,grocery,0
100356,33.39,8,7.8,1,0,grocery,0
100357,47.03,21,8.9,2,0,grocery,0
100358,32.11,19,4.2,3,1,online_retail,1
100359,78.38,1,26.4,0,0,grocery,0
100360,110.68,9,8.5,3,0,restaurant,0
100361,5.09,2,8.5,1,1,grocery,0
100362,30.7,3,9.1,4,0,grocery,0
100363,85.64,5,50.8,3,1,restaurant,0
100364,77.67,10,10.7,2,1,grocery,0
100365,158.64,9,3.2,2,0,travel,0
100366,26.04,0,0.3,1,1,electronics,0
100367,113.74,15,8.5,2,0,restaurant,0
100368,25.69,9,32.6,1,0,electronics,0
100369,34.51,8,8.6,2,0,grocery,0
100370,126.61,9,35.5,4,1,grocery,0
100371,37.8,5,81.4,2,0,online_retail,0
100372,43.16,16,42.8,2,1,restaurant,0
100373,3.54,12,10.1,3,0,online_retail,0
100374,64.3,23,4.4,4,1,restaurant,0
100375,5.71,22,11.8,0,1,restaurant,0
100376,11.88,3,53.9,2,0,online_retail,1
100377,42.2,4,5.0,5,0,travel,0
100378,42.4,14,24.3,5,0,electronics,0
100379,38.01,11,66.9,6,0,online_retail,0
100380,56.0,20,16.4,4,0,online_retail,0
100381,90.44,15,12.6,3,1,grocery,0
100382,21.02,16,32.4,7,0,restaurant,0
100383,70.74,9,29.2,1,1,electronics,0
100384,5.46,5,2.7,4,1,restaurant,0
100385,69.17,6,10.0,4,1,grocery,0
100386,60.05,10,54.7,5,1,grocery,0
100387,19.03,12,13.1,6,0,online_retail,0
100388,29.16,22,6.1,4,1,restaurant,0
100389,42.86,18,22.0,3,0,restaurant,0
100390,63.54,12,11.6,1,0,restaurant,0
100391,95.61,16,7.0,1,1,online_retail,0
100392,13.37,16,3.4,2,0,online_retail,0
100393,87.14,2,6.0,4,0,grocery,0
100394,36.79,7,14.7,2,0,restaurant,0
100395,46.91,16,10.3,6,1,online_retail,0
100396,47.1,19,21.2,4,1,travel,0
100397,10.15,3,25.3,2,1,restaurant,0
100398,17.87,13,27.7,4,1,online_retail,0
100399,119.15,15,6.0,2,1,restaurant,0
100400,18.51,18,14.3,3,0,grocery,0
100401,33.36,22,6.3,3,1,grocery,0
100402,86.78,6,15.3,6,0,restaurant,0
100403,2.01,4,17.1,7,1,electronics,1
100404,102.15,5,21.4,3,0,restaurant,0
100405,167.62,23,24.3,1,1,electronics,0
100406,37.88,4,30.9,3,1,grocery,1
100407,20.17,7,3.3,3,0,restaurant,0
100408,26.57,14,15.4,4,1,restaurant,0
100409,156.27,8,19.3,3,1,electronics,1
100410,1.0,1,20.3,5,0,online_retail,0
100411,47.66,3,21.0,5,0,restaurant,0
100412,86.94,8,24.8,3,0,online_retail,1
100413,137.4,21,8.6,3,0,restaurant,0
100414,234.08,15,104.0,3,1,restaurant,0
100415,176.05,4,20.2,1,0,electronics,0
100416,78.27,6,8.0,6,1,grocery,0
100417,2.73,22,18.0,5,1,grocery,0
100418,28.85,6,48.6,4,0,grocery,0
100419,11.28,6,18.2,7,0,restaurant,0
100420,3.48,5,46.7,3,0,grocery,0
100421,15.63,2,2.4,4,0,grocery,0
100422,44.23,11,3.7,4,1,grocery,0
100423,199.72,21,1.3,4,0,grocery,0
100424,64.25,18,7.3,3,1,electronics,0
100425,74.87,15,27.4,2,0,electronics,0
100426,71.19,6,34.1,4,1,restaurant,1
100427,29.07,17,5.6,4,0,grocery,0
100428,35.42,12,8.4,2,1,grocery,0
100429,99.86,15,44.5,5,0,online_retail,0
100430,31.0,23,27.2,6,1,restaurant,0
100431,116.96,21,45.9,2,0,online_retail,0
100432,7.71,12,7.7,3,1,restaurant,0
100433,10.69,15,9.8,4,1,grocery,0
100434,42.17,6,33.1,1,0,online_retail,0
100435,41.82,15,6.7,6,1,grocery,0
100436,10.3,20,3.5,2,1,travel,0
100437,4.1,3,11.5,1,1,online_retail,0
100438,188.63,21,23.8,2,1,electronics,0
100439,32.18,0,10.4,5,1,restaurant,0
100440,8.59,17,55.9,2,0,electronics,0
100441,61.96,6,0.9,4,1,grocery,0
100442,94.55,7,45.6,4,0,electronics,0
100443,14.15,9,11.4,4,1,online_retail,0
100444,66.69,12,12.0,1,1,online_retail,0
100445,1.0,14,6.9,1,1,online_retail,0
100446,82.0,7,0.3,1,0,restaurant,0
100447,11.55,12,0.4,4,0,electronics,1
100448,91.66,22,7.2,4,0,travel,0
100449,47.65,16,0.4,7,0,restaurant,0
100450,91.75,0,88.6,2,0,travel,1
100451,74.93,14,92.7,4,0,restaurant,1
100452,112.63,20,63.9,3,0,restaurant,0
100453,84.87,14,48.8,5,0,restaurant,0
100454,51.9,6,10.8,3,0,restaurant,0
100455,58.97,6,1.2,3,0,restaurant,0
100456,137.4,3,7.6,2,1,online_retail,0
100457,23.25,15,1.0,5,0,restaurant,0
100458,1.24,20,0.9,2,1,online_retail,0
100459,126.62,10,7.7,0,1,electronics,0
100460,29.53,19,22.2,6,0,restaurant,0
100461,357.13,12,4.6,2,1,grocery,0
100462,167.93,0,0.8,1,0,grocery,0
100463,81.28,0,8.8,5,1,restaurant,0
100464,145.61,7,28.4,1,0,travel,0
100465,1.0,15,4.2,4,0,travel,0
100466,82.49,2,25.0,4,1,travel,1
100467,24.23,12,11.6,3,0,travel,0
100468,4.3,17,18.4,5,1,grocery,0
100469,23.25,21,12.8,5,0,online_retail,0
100470,14.06,21,70.9,2,1,electronics,0
100471,27.07,4,10.9,2,0,grocery,0
100472,37.61,6,1.6,5,1,online_retail,0
100473,86.02,0,26.7,2,0,online_retail,0
100474,50.52,8,8.8,3,0,online_retail,0
100475,95.13,9,2.2,5,0,online_retail,0
100476,81.78,0,2.1,1,0,grocery,0
100477,67.99,20,7.4,4,0,electronics,0
100478,39.92,2,14.5,2,1,online_retail,0
100479,136.35,11,1.6,4,0,grocery,0
100480,30.98,1,4.6,3,1,online_retail,1
100481,28.03,0,12.7,4,0,grocery,0
100482,22.14,17,7.8,3,1,electronics,0
100483,21.34,6,9.8,1,0,electronics,0
100484,47.21,4,0.7,3,1,online_retail,0
100485,10.03,5,43.5,3,0,electronics,1
100486,295.1,11,2.8,4,0,online_retail,1
100487,46.52,2,1.7,2,0,restaurant,0
100488,10.03,6,25.1,5,0,grocery,0
100489,70.65,22,14.3,1,0,electronics,0
100490,106.86,12,22.8,3,0,travel,0
100491,31.75,22,26.1,3,1,online_retail,0
100492,25.48,13,3.2,1,1,grocery,0
100493,50.64,5,5.9,5,1,grocery,0
100494,143.87,8,27.5,4,0,restaurant,0
100495,70.81,16,8.1,1,0,online_retail,0
100496,187.46,6,32.3,1,0,grocery,0
100497,21.95,2,39.6,1,0,grocery,0
100498,10.13,21,0.7,3,0,grocery,0
100499,13.93,1,41.5,6,1,online_retail,0
100500,46.14,22,1.9,1,1,online_retail,0
100501,167.56,20,2.8,6,0,restaurant,0
100502,1.0,11,10.8,3,0,grocery,0
100503,2.81,1,13.7,4,1,grocery,0
100504,23.85,9,6.7,3,1,restaurant,0
100505,43.21,4,7.1,4,0,online_retail,0
100506,26.74,12,17.7,3,1,electronics,0
100507,193.48,8,2.7,2,0,grocery,0
100508,78.1,13,15.9,4,0,restaurant,0
100509,3.86,4,2.2,2,0,online_retail,0
100510,58.53,22,7.9,3,0,travel,0
100511,76.69,5,49.6,4,1,online_retail,0
100512,8.49,10,8.7,2,1,grocery,0
100513,14.06,0,2.7,1,0,electronics,1
100514,24.15,8,1.3,2,1,restaurant,0
100515,17.68,16,51.0,6,1,grocery,0
100516,1.76,22,50.3,3,0,grocery,0
100517,155.6,8,3.9,0,1,grocery,0
100518,16.79,15,37.3,3,0,restaurant,0
100519,77.62,8,7.8,2,0,restaurant,0
100520,2.95,3,3.4,6,0,online_retail,0
100521,14.63,17,24.8,1,0,grocery,0
100522,45.34,13,55.5,3,0,electronics,0
100523,21.39,17,15.9,5,0,restaurant,0
100524,85.48,19,26.9,5,1,grocery,1
100525,6.4,4,2.6,3,1,travel,0
100526,195.89,13,6.6,0,1,grocery,0
100527,24.15,9,14.1,7,0,grocery,0
100528,18.08,6,15.1,5,1,restaurant,0
100529,242.6,11,6.5,4,0,online_retail,0
100530,163.3,8,1.7,0,1,grocery,0
100531,18.66,19,11.9,2,1,online_retail,0
100532,8.5,17,20.3,2,1,grocery,0
100533,52.53,21,1.5,4,1,grocery,0
100534,2.06,13,82.3,3,0,grocery,0
100535,20.95,6,14.9,3,0,travel,0
100536,209.96,0,0.9,3,1,restaurant,0
100537,57.45,9,30.7,3,1,online_retail,1
100538,59.08,7,14.9,4,0,online_retail,0
100539,99.09,12,9.1,1,1,grocery,0
100540,67.35,17,7.2,1,0,electronics,0
100541,39.05,12,12.8,3,0,restaurant,0
100542,216.55,1,5.5,8,1,online_retail,0
100543,51.5,7,44.5,2,0,grocery,0
100544,48.75,9,6.1,1,0,restaurant,0
100545,88.32,17,29.6,3,0,restaurant,0
100546,37.68,13,7.7,2,0,travel,0
100547,213.31,19,8.3,1,0,online_retail,0
100548,73.47,7,36.6,1,0,restaurant,0
100549,1.0,2,34.7,4,0,online_retail,0
100550,300.51,16,14.3,2,1,restaurant,0
100551,9.65,19,7.5,7,1,electronics,0
100552,73.25,1,22.2,0,0,travel,0
100553,79.47,14,101.0,4,0,online_retail,0
100554,4.91,22,24.6,3,0,restaurant,0
100555,112.69,18,6.8,3,0,grocery,0
100556,18.52,18,47.7,3,1,online_retail,0
100557,98.25,10,80.4,4,0,grocery,1
100558,11.36,21,0.5,2,0,electronics,0
100559,42.43,4,43.2,3,0,online_retail,0
100560,38.58,12,40.5,3,1,grocery,0
100561,21.26,10,54.1,4,0,online_retail,0
100562,130.51,11,29.7,6,1,restaurant,0
100563,174.25,3,2.8,1,1,online_retail,0
100564,3.18,7,14.1,4,1,grocery,0
100565,19.7,22,17.9,2,1,electronics,0
100566,17.84,2,39.6,0,0,restaurant,1
100567,1.87,17,18.1,4,0,online_retail,0
100568,21.2,12,1.0,2,0,online_retail,1
100569,39.46,19,61.4,2,1,online_retail,0
100570,14.21,7,21.4,2,0,online_retail,0
100571,56.03,1,19.3,6,1,online_retail,0
100572,151.84,20,19.7,1,0,grocery,0
100573,42.05,12,63.6,4,1,electronics,0
100574,3.0,3,14.1,1,1,grocery,0
100575,136.47,6,41.6,2,0,online_retail,0
100576,107.55,0,9.0,1,0,online_retail,0
100577,25.32,13,63.4,3,0,online_retail,0
100578,119.18,18,5.5,1,0,grocery,0
100579,17.47,12,0.3,6,1,restaurant,0
100580,111.87,23,11.3,4,1,grocery,1
100581,30.36,16,0.0,2,0,restaurant,0
100582,71.63,10,3.4,2,0,grocery,0
100583,120.94,19,0.4,3,0,travel,0
100584,55.54,20,57.0,2,1,online_retail,0
100585,30.8,5,66.3,2,1,restaurant,0
100586,15.33,17,6.7,4,0,online_retail,0
100587,3.1,16,0.5,6,0,grocery,0
100588,79.51,18,2.7,4,0,online_retail,0
100589,36.1,15,46.3,3,0,electronics,0
100590,80.66,14,64.6,4,0,restaurant,0
100591,12.52,10,32.8,2,1,grocery,0
100592,97.31,12,22.9,5,0,restaurant,0
100593,44.55,19,26.8,4,0,restaurant,0
