x1,x2,target
-1.6889632107023411,-5.0,0.0
-1.6555183946488294,-5.0,0.0
-1.6220735785953178,-5.0,0.0
-1.588628762541806,-5.0,0.0
-1.5551839464882944,-5.0,0.0
-1.5217391304347827,-5.0,0.0
-1.488294314381271,-5.0,0.0
-1.4548494983277593,-5.0,0.0
-1.4214046822742477,-5.0,0.0
-1.387959866220736,-5.0,0.0
-1.3545150501672243,-5.0,0.0
-1.3210702341137126,-5.0,0.0
-1.287625418060201,-5.0,0.0
-1.2541806020066892,-5.0,0.0
-1.2207357859531776,-5.0,0.0
-1.1872909698996659,-5.0,0.0
-1.1538461538461542,-5.0,0.0
-1.1204013377926425,-5.0,0.0
-1.0869565217391308,-5.0,0.0
-1.0535117056856187,-5.0,0.0
-1.020066889632107,-5.0,0.0
-0.9866220735785953,-5.0,0.0
-0.9531772575250841,-5.0,0.0
-0.919732441471572,-5.0,0.0
-0.8862876254180607,-5.0,0.0
-0.8528428093645486,-5.0,0.0
-0.8193979933110374,-5.0,0.0
-0.7859531772575252,-5.0,0.0
-0.752508361204014,-5.0,0.0
-0.7190635451505019,-5.0,0.0
-0.6856187290969897,-5.0,0.0
-0.6521739130434785,-5.0,0.0
-0.6187290969899664,-5.0,0.0
-0.5852842809364551,-5.0,0.0
-0.551839464882943,-5.0,0.0
-0.5183946488294318,-5.0,0.0
-0.48494983277591963,-5.0,0.0
-0.4515050167224084,-5.0,0.0
-0.41806020066889626,-5.0,0.0
-0.384615384615385,-5.0,0.0
-0.3511705685618729,-5.0,0.0
-0.31772575250836166,-5.0,0.0
-0.28428093645484953,-5.0,0.0
-0.2508361204013383,-5.0,0.0
-0.21739130434782616,-5.0,0.0
-0.18394648829431492,-5.0,0.0
-0.1505016722408028,-5.0,0.0
-0.11705685618729156,-5.0,0.0
-0.08361204013377943,-5.0,0.0
-0.05016722408026819,-5.0,0.0
-0.016722408026756064,-5.0,0.0
0.016722408026756064,-5.0,0.0
0.0501672240802673,-5.0,0.0
0.08361204013377943,-5.0,0.0
0.11705685618729067,-5.0,0.0
0.1505016722408028,-5.0,0.0
0.18394648829431404,-5.0,0.0
0.21739130434782616,-5.0,0.0
0.2508361204013374,-5.0,0.0
0.28428093645484953,-5.0,0.0
0.31772575250836077,-5.0,0.0
0.3511705685618729,-5.0,0.0
0.38461538461538414,-5.0,0.0
0.41806020066889626,-5.0,0.0
0.4515050167224075,-5.0,0.0
0.48494983277591963,-5.0,0.0
0.5183946488294309,-5.0,0.0
0.551839464882943,-5.0,0.0
0.5852842809364542,-5.0,0.0
0.6187290969899664,-5.0,0.0
0.6521739130434776,-5.0,0.0
0.6856187290969897,-5.0,0.0
0.7190635451505019,-5.0,0.0
0.7525083612040131,-5.0,0.0
0.7859531772575252,-5.0,0.0
0.8193979933110365,-5.0,0.0
0.8528428093645486,-5.0,0.0
0.8862876254180598,-5.0,0.0
0.919732441471572,-5.0,0.0
0.9531772575250832,-5.0,0.0
0.9866220735785953,-5.0,0.0
1.0200668896321066,-5.0,0.0
1.0535117056856187,-5.0,0.0
1.08695652173913,-5.0,0.0
1.120401337792642,-5.0,0.0
1.1538461538461533,-5.0,0.0
1.1872909698996654,-5.0,0.0
1.2207357859531767,-5.0,0.0
1.2541806020066888,-5.0,0.0
1.2876254180602,-5.0,0.0
1.3210702341137122,-5.0,0.0
1.3545150501672234,-5.0,0.0
1.3879598662207355,-5.0,0.0
1.4214046822742468,-5.0,0.0
1.454849498327759,-5.0,0.0
1.488294314381271,-5.0,0.0
1.5217391304347823,-5.0,0.0
1.5551839464882944,-5.0,0.0
1.5886287625418056,-5.0,0.0
1.6220735785953178,-5.0,0.0
1.655518394648829,-5.0,0.0
1.6889632107023411,-5.0,0.0
1.7224080267558524,-5.0,0.0
1.7558528428093645,-5.0,0.0
1.7892976588628757,-5.0,0.0
1.8227424749163879,-5.0,0.0
1.856187290969899,-5.0,0.0
1.8896321070234112,-5.0,0.0
1.9230769230769225,-5.0,0.0
1.9565217391304346,-5.0,0.0
1.9899665551839458,-5.0,0.0
2.023411371237458,-5.0,0.0
2.056856187290969,-5.0,0.0
2.0903010033444813,-5.0,0.0
2.1237458193979926,-5.0,0.0
2.1571906354515047,-5.0,0.0
2.190635451505017,-5.0,0.0
2.224080267558528,-5.0,0.0
2.25752508361204,-5.0,0.0
2.2909698996655514,-5.0,0.0
2.3244147157190636,-5.0,0.0
2.357859531772575,-5.0,0.0
2.391304347826087,-5.0,0.0
2.424749163879598,-5.0,0.0
2.4581939799331103,-5.0,0.0
2.4916387959866215,-5.0,0.0
2.5250836120401337,-5.0,0.0
2.558528428093645,-5.0,0.0
2.591973244147157,-5.0,0.0
2.6254180602006683,-5.0,0.0
2.6588628762541804,-5.0,0.0
2.6923076923076916,-5.0,0.0
2.7257525083612038,-5.0,0.0
2.759197324414715,-5.0,0.0
2.792642140468227,-5.0,0.0
2.8260869565217384,-5.0,0.0
2.8595317725752505,-5.0,0.0
2.8929765886287626,-5.0,0.0
2.926421404682274,-5.0,0.0
2.959866220735786,-5.0,0.0
2.993311036789297,-5.0,0.0
3.0267558528428093,-5.0,0.0
3.0602006688963215,-5.0,0.0
3.093645484949832,-5.0,0.0
3.127090301003344,-5.0,0.0
3.160535117056856,-5.0,0.0
3.193979933110368,-5.0,0.0
3.2274247491638786,-5.0,0.0
3.2608695652173907,-5.0,0.0
3.294314381270903,-5.0,0.0
3.327759197324415,-5.0,0.0
3.3612040133779253,-5.0,0.0
3.3946488294314374,-5.0,0.0
3.4280936454849495,-5.0,0.0
3.4615384615384617,-5.0,0.0
3.494983277591972,-5.0,0.0
3.528428093645484,-5.0,0.0
3.5618729096989963,-5.0,0.0
3.5953177257525084,-5.0,0.0
3.6287625418060205,-5.0,0.0
3.662207357859531,-5.0,0.0
3.695652173913043,-5.0,0.0
3.729096989966555,-5.0,0.0
3.7625418060200673,-5.0,0.0
3.7959866220735776,-5.0,0.0
3.8294314381270897,-5.0,0.0
3.862876254180602,-5.0,0.0
3.896321070234114,-5.0,0.0
3.9297658862876244,-5.0,0.0
3.9632107023411365,-5.0,0.0
3.9966555183946486,-5.0,0.0
4.030100334448161,-5.0,0.0
4.063545150501671,-5.0,0.0
4.096989966555183,-5.0,0.0
4.130434782608695,-5.0,0.0
4.1638795986622075,-5.0,0.0
4.197324414715718,-5.0,0.0
4.23076923076923,-5.0,0.0
4.264214046822742,-5.0,0.0
4.297658862876254,-5.0,0.0
4.331103678929766,-5.0,0.0
4.364548494983277,-5.0,0.0
4.397993311036789,-5.0,0.0
4.431438127090301,-5.0,0.0
4.464882943143813,-5.0,0.0
4.498327759197323,-5.0,0.0
4.5317725752508355,-5.0,0.0
4.565217391304348,-5.0,0.0
4.59866220735786,-5.0,0.0
4.63210702341137,-5.0,0.0
4.665551839464882,-5.0,0.0
4.698996655518394,-5.0,0.0
4.7324414715719065,-5.0,0.0
4.765886287625417,-5.0,0.0
4.799331103678929,-5.0,0.0
4.832775919732441,-5.0,0.0
4.866220735785953,-5.0,0.0
4.899665551839464,-5.0,0.0
4.933110367892976,-5.0,0.0
4.966555183946488,-5.0,0.0
5.0,-5.0,0.0
-5.0,-4.966555183946488,0.0
-4.966555183946488,-4.966555183946488,0.0
-4.933110367892977,-4.966555183946488,0.0
-4.8996655518394645,-4.966555183946488,0.0
-4.866220735785953,-4.966555183946488,0.0
-4.832775919732441,-4.966555183946488,0.0
-4.79933110367893,-4.966555183946488,0.0
-4.765886287625418,-4.966555183946488,0.0
-4.7324414715719065,-4.966555183946488,0.0
-4.698996655518394,-4.966555183946488,0.0
-4.665551839464883,-4.966555183946488,0.0
-4.632107023411371,-4.966555183946488,0.0
-4.59866220735786,-4.966555183946488,0.0
-4.565217391304348,-4.966555183946488,0.0
-4.531772575250836,-4.966555183946488,0.0
-4.498327759197324,-4.966555183946488,0.0
-4.464882943143813,-4.966555183946488,0.0
-4.431438127090301,-4.966555183946488,0.0
-4.39799331103679,-4.966555183946488,0.0
-4.364548494983278,-4.966555183946488,0.0
-4.331103678929766,-4.966555183946488,0.0
-4.297658862876254,-4.966555183946488,0.0
-4.264214046822742,-4.966555183946488,0.0
-4.230769230769231,-4.966555183946488,0.0
-4.19732441471572,-4.966555183946488,0.0
-4.1638795986622075,-4.966555183946488,0.0
-4.130434782608695,-4.966555183946488,0.0
-4.096989966555184,-4.966555183946488,0.0
-4.063545150501672,-4.966555183946488,0.0
-4.030100334448161,-4.966555183946488,0.0
-3.9966555183946486,-4.966555183946488,0.0
-3.9632107023411374,-4.966555183946488,0.0
-3.9297658862876252,-4.966555183946488,0.0
-3.896321070234114,-4.966555183946488,0.0
-3.862876254180602,-4.966555183946488,0.0
-3.8294314381270906,-4.966555183946488,0.0
-3.7959866220735785,-4.966555183946488,0.0
-3.7625418060200673,-4.966555183946488,0.0
-3.729096989966555,-4.966555183946488,0.0
-3.6956521739130435,-4.966555183946488,0.0
-3.6622073578595318,-4.966555183946488,0.0
-3.62876254180602,-4.966555183946488,0.0
-3.5953177257525084,-4.966555183946488,0.0
-3.5618729096989967,-4.966555183946488,0.0
-3.528428093645485,-4.966555183946488,0.0
-3.4949832775919734,-4.966555183946488,0.0
-3.4615384615384617,-4.966555183946488,0.0
-3.42809364548495,-4.966555183946488,0.0
-3.3946488294314383,-4.966555183946488,0.0
-3.361204013377926,-4.966555183946488,0.0
-3.327759197324415,-4.966555183946488,0.0
-3.294314381270903,-4.966555183946488,0.0
-3.2608695652173916,-4.966555183946488,0.0
-3.2274247491638794,-4.966555183946488,0.0
-3.193979933110368,-4.966555183946488,0.0
-3.160535117056856,-4.966555183946488,0.0
-3.127090301003345,-4.966555183946488,0.0
-3.0936454849498327,-4.966555183946488,0.0
-3.0602006688963215,-4.966555183946488,0.0
-3.0267558528428093,-4.966555183946488,0.0
-2.9933110367892977,-4.966555183946488,0.0
-2.959866220735786,-4.966555183946488,0.0
-2.9264214046822743,-4.966555183946488,0.0
-2.8929765886287626,-4.966555183946488,0.0
-2.859531772575251,-4.966555183946488,0.0
-2.8260869565217392,-4.966555183946488,0.0
-2.7926421404682276,-4.966555183946488,0.0
-2.759197324414716,-4.966555183946488,0.0
-2.725752508361204,-4.966555183946488,0.0
-2.6923076923076925,-4.966555183946488,0.0
-2.658862876254181,-4.966555183946488,0.0
-2.625418060200669,-4.966555183946488,0.0
-2.5919732441471575,-4.966555183946488,0.0
-2.558528428093646,-4.966555183946488,0.0
-2.525083612040134,-4.966555183946488,0.0
-2.491638795986622,-4.966555183946488,0.0
-2.4581939799331103,-4.966555183946488,0.0
-2.4247491638795986,-4.966555183946488,0.0
-2.391304347826087,-4.966555183946488,0.0
-2.3578595317725752,-4.966555183946488,0.0
-2.3244147157190636,-4.966555183946488,0.0
-2.290969899665552,-4.966555183946488,0.0
-2.25752508361204,-4.966555183946488,0.0
-2.2240802675585285,-4.966555183946488,0.0
-2.190635451505017,-4.966555183946488,0.0
-2.157190635451505,-4.966555183946488,0.0
-2.1237458193979935,-4.966555183946488,0.0
-2.0903010033444818,-4.966555183946488,0.0
-2.05685618729097,-4.966555183946488,0.0
-2.0234113712374584,-4.966555183946488,0.0
-1.9899665551839467,-4.966555183946488,0.0
-1.956521739130435,-4.966555183946488,0.0
-1.9230769230769234,-4.966555183946488,0.0
-1.8896321070234117,-4.966555183946488,0.0
-1.8561872909699,-4.966555183946488,0.0
-1.8227424749163883,-4.966555183946488,0.0
-1.7892976588628766,-4.966555183946488,0.0
-1.7558528428093645,-4.966555183946488,0.0
-1.7224080267558528,-4.966555183946488,0.0
-1.6889632107023411,-4.966555183946488,0.0
-1.6555183946488294,-4.966555183946488,0.0
-1.6220735785953178,-4.966555183946488,0.0
-1.588628762541806,-4.966555183946488,0.0
-1.5551839464882944,-4.966555183946488,0.0
-1.5217391304347827,-4.966555183946488,0.0
-1.488294314381271,-4.966555183946488,0.0
-1.4548494983277593,-4.966555183946488,0.0
-1.4214046822742477,-4.966555183946488,0.0
-1.387959866220736,-4.966555183946488,0.0
-1.3545150501672243,-4.966555183946488,0.0
-1.3210702341137126,-4.966555183946488,0.0
-1.287625418060201,-4.966555183946488,0.0
-1.2541806020066892,-4.966555183946488,0.0
-1.2207357859531776,-4.966555183946488,0.0
-1.1872909698996659,-4.966555183946488,0.0
-1.1538461538461542,-4.966555183946488,0.0
-1.1204013377926425,-4.966555183946488,0.0
-1.0869565217391308,-4.966555183946488,0.0
-1.0535117056856187,-4.966555183946488,0.0
-1.020066889632107,-4.966555183946488,0.0
-0.9866220735785953,-4.966555183946488,0.0
-0.9531772575250841,-4.966555183946488,0.0
-0.919732441471572,-4.966555183946488,0.0
-0.8862876254180607,-4.966555183946488,0.0
-0.8528428093645486,-4.966555183946488,0.0
-0.8193979933110374,-4.966555183946488,0.0
-0.7859531772575252,-4.966555183946488,0.0
-0.752508361204014,-4.966555183946488,0.0
-0.7190635451505019,-4.966555183946488,0.0
-0.6856187290969897,-4.966555183946488,0.0
-0.6521739130434785,-4.966555183946488,0.0
-0.6187290969899664,-4.966555183946488,0.0
-0.5852842809364551,-4.966555183946488,0.0
-0.551839464882943,-4.966555183946488,0.0
-0.5183946488294318,-4.966555183946488,0.0
-0.48494983277591963,-4.966555183946488,0.0
-0.4515050167224084,-4.966555183946488,0.0
-0.41806020066889626,-4.966555183946488,0.0
-0.384615384615385,-4.966555183946488,0.0
-0.3511705685618729,-4.966555183946488,0.0
-0.31772575250836166,-4.966555183946488,0.0
-0.28428093645484953,-4.966555183946488,0.0
-0.2508361204013383,-4.966555183946488,0.0
-0.21739130434782616,-4.966555183946488,0.0
-0.18394648829431492,-4.966555183946488,0.0
-0.1505016722408028,-4.966555183946488,0.0
-0.11705685618729156,-4.966555183946488,0.0
-0.08361204013377943,-4.966555183946488,0.0
-0.05016722408026819,-4.966555183946488,0.0
-0.016722408026756064,-4.966555183946488,0.0
0.016722408026756064,-4.966555183946488,0.0
0.0501672240802673,-4.966555183946488,0.0
0.08361204013377943,-4.966555183946488,0.0
0.11705685618729067,-4.966555183946488,0.0
0.1505016722408028,-4.966555183946488,0.0
0.18394648829431404,-4.966555183946488,0.0
0.21739130434782616,-4.966555183946488,0.0
0.2508361204013374,-4.966555183946488,0.0
0.28428093645484953,-4.966555183946488,0.0
0.31772575250836077,-4.966555183946488,0.0
0.3511705685618729,-4.966555183946488,0.0
0.38461538461538414,-4.966555183946488,0.0
0.41806020066889626,-4.966555183946488,0.0
0.4515050167224075,-4.966555183946488,0.0
0.48494983277591963,-4.966555183946488,0.0
0.5183946488294309,-4.966555183946488,0.0
0.551839464882943,-4.966555183946488,0.0
0.5852842809364542,-4.966555183946488,0.0
0.6187290969899664,-4.966555183946488,0.0
0.6521739130434776,-4.966555183946488,0.0
0.6856187290969897,-4.966555183946488,0.0
0.7190635451505019,-4.966555183946488,0.0
0.7525083612040131,-4.966555183946488,0.0
0.7859531772575252,-4.966555183946488,0.0
0.8193979933110365,-4.966555183946488,0.0
0.8528428093645486,-4.966555183946488,0.0
0.8862876254180598,-4.966555183946488,0.0
0.919732441471572,-4.966555183946488,0.0
0.9531772575250832,-4.966555183946488,0.0
0.9866220735785953,-4.966555183946488,0.0
1.0200668896321066,-4.966555183946488,0.0
1.0535117056856187,-4.966555183946488,0.0
1.08695652173913,-4.966555183946488,0.0
1.120401337792642,-4.966555183946488,0.0
1.1538461538461533,-4.966555183946488,0.0
1.1872909698996654,-4.966555183946488,0.0
1.2207357859531767,-4.966555183946488,0.0
1.2541806020066888,-4.966555183946488,0.0
1.2876254180602,-4.966555183946488,0.0
1.3210702341137122,-4.966555183946488,0.0
1.3545150501672234,-4.966555183946488,0.0
1.3879598662207355,-4.966555183946488,0.0
1.4214046822742468,-4.966555183946488,0.0
1.454849498327759,-4.966555183946488,0.0
1.488294314381271,-4.966555183946488,0.0
1.5217391304347823,-4.966555183946488,0.0
1.5551839464882944,-4.966555183946488,0.0
1.5886287625418056,-4.966555183946488,0.0
1.6220735785953178,-4.966555183946488,0.0
1.655518394648829,-4.966555183946488,0.0
1.6889632107023411,-4.966555183946488,0.0
1.7224080267558524,-4.966555183946488,0.0
1.7558528428093645,-4.966555183946488,0.0
1.7892976588628757,-4.966555183946488,0.0
1.8227424749163879,-4.966555183946488,0.0
1.856187290969899,-4.966555183946488,0.0
1.8896321070234112,-4.966555183946488,0.0
1.9230769230769225,-4.966555183946488,0.0
1.9565217391304346,-4.966555183946488,0.0
1.9899665551839458,-4.966555183946488,0.0
2.023411371237458,-4.966555183946488,0.0
2.056856187290969,-4.966555183946488,0.0
2.0903010033444813,-4.966555183946488,0.0
2.1237458193979926,-4.966555183946488,0.0
2.1571906354515047,-4.966555183946488,0.0
2.190635451505017,-4.966555183946488,0.0
2.224080267558528,-4.966555183946488,0.0
2.25752508361204,-4.966555183946488,0.0
2.2909698996655514,-4.966555183946488,0.0
2.3244147157190636,-4.966555183946488,0.0
2.357859531772575,-4.966555183946488,0.0
2.391304347826087,-4.966555183946488,0.0
2.424749163879598,-4.966555183946488,0.0
2.4581939799331103,-4.966555183946488,0.0
2.4916387959866215,-4.966555183946488,0.0
2.5250836120401337,-4.966555183946488,0.0
2.558528428093645,-4.966555183946488,0.0
2.591973244147157,-4.966555183946488,0.0
2.6254180602006683,-4.966555183946488,0.0
2.6588628762541804,-4.966555183946488,0.0
2.6923076923076916,-4.966555183946488,0.0
2.7257525083612038,-4.966555183946488,0.0
2.759197324414715,-4.966555183946488,0.0
2.792642140468227,-4.966555183946488,0.0
2.8260869565217384,-4.966555183946488,0.0
2.8595317725752505,-4.966555183946488,0.0
2.8929765886287626,-4.966555183946488,0.0
2.926421404682274,-4.966555183946488,0.0
2.959866220735786,-4.966555183946488,0.0
2.993311036789297,-4.966555183946488,0.0
3.0267558528428093,-4.966555183946488,0.0
3.0602006688963215,-4.966555183946488,0.0
3.093645484949832,-4.966555183946488,0.0
3.127090301003344,-4.966555183946488,0.0
3.160535117056856,-4.966555183946488,0.0
3.193979933110368,-4.966555183946488,0.0
3.2274247491638786,-4.966555183946488,0.0
3.2608695652173907,-4.966555183946488,0.0
3.294314381270903,-4.966555183946488,0.0
3.327759197324415,-4.966555183946488,0.0
3.3612040133779253,-4.966555183946488,0.0
3.3946488294314374,-4.966555183946488,0.0
3.4280936454849495,-4.966555183946488,0.0
3.4615384615384617,-4.966555183946488,0.0
3.494983277591972,-4.966555183946488,0.0
3.528428093645484,-4.966555183946488,0.0
3.5618729096989963,-4.966555183946488,0.0
3.5953177257525084,-4.966555183946488,0.0
3.6287625418060205,-4.966555183946488,0.0
3.662207357859531,-4.966555183946488,0.0
3.695652173913043,-4.966555183946488,0.0
3.729096989966555,-4.966555183946488,0.0
3.7625418060200673,-4.966555183946488,0.0
3.7959866220735776,-4.966555183946488,0.0
3.8294314381270897,-4.966555183946488,0.0
3.862876254180602,-4.966555183946488,0.0
3.896321070234114,-4.966555183946488,0.0
3.9297658862876244,-4.966555183946488,0.0
3.9632107023411365,-4.966555183946488,0.0
3.9966555183946486,-4.966555183946488,0.0
4.030100334448161,-4.966555183946488,0.0
4.063545150501671,-4.966555183946488,0.0
4.096989966555183,-4.966555183946488,0.0
4.130434782608695,-4.966555183946488,0.0
4.1638795986622075,-4.966555183946488,0.0
4.197324414715718,-4.966555183946488,0.0
4.23076923076923,-4.966555183946488,0.0
4.264214046822742,-4.966555183946488,0.0
4.297658862876254,-4.966555183946488,0.0
4.331103678929766,-4.966555183946488,0.0
4.364548494983277,-4.966555183946488,0.0
4.397993311036789,-4.966555183946488,0.0
4.431438127090301,-4.966555183946488,0.0
4.464882943143813,-4.966555183946488,0.0
4.498327759197323,-4.966555183946488,0.0
4.5317725752508355,-4.966555183946488,0.0
4.565217391304348,-4.966555183946488,0.0
4.59866220735786,-4.966555183946488,0.0
4.63210702341137,-4.966555183946488,0.0
4.665551839464882,-4.966555183946488,0.0
4.698996655518394,-4.966555183946488,0.0
4.7324414715719065,-4.966555183946488,0.0
4.765886287625417,-4.966555183946488,0.0
4.799331103678929,-4.966555183946488,0.0
4.832775919732441,-4.966555183946488,0.0
4.866220735785953,-4.966555183946488,0.0
4.899665551839464,-4.966555183946488,0.0
4.933110367892976,-4.966555183946488,0.0
4.966555183946488,-4.966555183946488,0.0
5.0,-4.966555183946488,0.0
-5.0,-4.933110367892977,0.0
-4.966555183946488,-4.933110367892977,0.0
-4.933110367892977,-4.933110367892977,0.0
-4.8996655518394645,-4.933110367892977,0.0
-4.866220735785953,-4.933110367892977,0.0
-4.832775919732441,-4.933110367892977,0.0
-4.79933110367893,-4.933110367892977,0.0
-4.765886287625418,-4.933110367892977,0.0
-4.7324414715719065,-4.933110367892977,0.0
-4.698996655518394,-4.933110367892977,0.0
-4.665551839464883,-4.933110367892977,0.0
-4.632107023411371,-4.933110367892977,0.0
-4.59866220735786,-4.933110367892977,0.0
-4.565217391304348,-4.933110367892977,0.0
-4.531772575250836,-4.933110367892977,0.0
-4.498327759197324,-4.933110367892977,0.0
-4.464882943143813,-4.933110367892977,0.0
-4.431438127090301,-4.933110367892977,0.0
-4.39799331103679,-4.933110367892977,0.0
-4.364548494983278,-4.933110367892977,0.0
-4.331103678929766,-4.933110367892977,0.0
-4.297658862876254,-4.933110367892977,0.0
-4.264214046822742,-4.933110367892977,0.0
-4.230769230769231,-4.933110367892977,0.0
-4.19732441471572,-4.933110367892977,0.0
-4.1638795986622075,-4.933110367892977,0.0
-4.130434782608695,-4.933110367892977,0.0
-4.096989966555184,-4.933110367892977,0.0
-4.063545150501672,-4.933110367892977,0.0
-4.030100334448161,-4.933110367892977,0.0
-3.9966555183946486,-4.933110367892977,0.0
-3.9632107023411374,-4.933110367892977,0.0
-3.9297658862876252,-4.933110367892977,0.0
-3.896321070234114,-4.933110367892977,0.0
-3.862876254180602,-4.933110367892977,0.0
-3.8294314381270906,-4.933110367892977,0.0
-3.7959866220735785,-4.933110367892977,0.0
-3.7625418060200673,-4.933110367892977,0.0
-3.729096989966555,-4.933110367892977,0.0
-3.6956521739130435,-4.933110367892977,0.0
-3.6622073578595318,-4.933110367892977,0.0
-3.62876254180602,-4.933110367892977,0.0
-3.5953177257525084,-4.933110367892977,0.0
-3.5618729096989967,-4.933110367892977,0.0
-3.528428093645485,-4.933110367892977,0.0
-3.4949832775919734,-4.933110367892977,0.0
-3.4615384615384617,-4.933110367892977,0.0
-3.42809364548495,-4.933110367892977,0.0
-3.3946488294314383,-4.933110367892977,0.0
-3.361204013377926,-4.933110367892977,0.0
-3.327759197324415,-4.933110367892977,0.0
-3.294314381270903,-4.933110367892977,0.0
-3.2608695652173916,-4.933110367892977,0.0
-3.2274247491638794,-4.933110367892977,0.0
-3.193979933110368,-4.933110367892977,0.0
-3.160535117056856,-4.933110367892977,0.0
-3.127090301003345,-4.933110367892977,0.0
-3.0936454849498327,-4.933110367892977,0.0
-3.0602006688963215,-4.933110367892977,0.0
-3.0267558528428093,-4.933110367892977,0.0
-2.9933110367892977,-4.933110367892977,0.0
-2.959866220735786,-4.933110367892977,0.0
-2.9264214046822743,-4.933110367892977,0.0
-2.8929765886287626,-4.933110367892977,0.0
-2.859531772575251,-4.933110367892977,0.0
-2.8260869565217392,-4.933110367892977,0.0
-2.7926421404682276,-4.933110367892977,0.0
-2.759197324414716,-4.933110367892977,0.0
-2.725752508361204,-4.933110367892977,0.0
-2.6923076923076925,-4.933110367892977,0.0
-2.658862876254181,-4.933110367892977,0.0
-2.625418060200669,-4.933110367892977,0.0
-2.5919732441471575,-4.933110367892977,0.0
-2.558528428093646,-4.933110367892977,0.0
-2.525083612040134,-4.933110367892977,0.0
-2.491638795986622,-4.933110367892977,0.0
-2.4581939799331103,-4.933110367892977,0.0
-2.4247491638795986,-4.933110367892977,0.0
-2.391304347826087,-4.933110367892977,0.0
-2.3578595317725752,-4.933110367892977,0.0
-2.3244147157190636,-4.933110367892977,0.0
-2.290969899665552,-4.933110367892977,0.0
-2.25752508361204,-4.933110367892977,0.0
-2.2240802675585285,-4.933110367892977,0.0
-2.190635451505017,-4.933110367892977,0.0
-2.157190635451505,-4.933110367892977,0.0
-2.1237458193979935,-4.933110367892977,0.0
